SAMPLE_NAME     OUT_NAME        GCS_PATHS
PDO-17992	PDO-17992.json	PDO-17992_Genentech-30X-hg-CCS_050119/Cell01/, PDO-17992_Genentech-30X-hg-CCS_050119/Cell02/, PDO-17992_Genentech-30X-hg-CCS_050119/Cell03/
